Unnamed: 0,ticker,date,article_count,close,n,p,sentiment,conv_filter
0,AMZN,2015-01-02,2.0,308.5199890136719,2.0,0.0,-1.09861228866811,0.3236022923211078
1,AMZN,2015-01-05,1.0,302.19000244140625,0.0,1.0,0.693147180559945,0.3399758477674054
2,AMZN,2015-01-06,30.0,297.3553012084961,4.0,26.0,1.68639895357023,0.3459418769146297
3,AMZN,2015-01-07,19.0,298.4200134277344,5.0,14.0,0.916290731874155,0.3445062741052286
4,AMZN,2015-01-08,27.0,300.4599914550781,10.0,17.0,0.492476485097794,0.3591578673392052
5,AMZN,2015-01-09,15.0,297.3553012084961,5.0,10.0,0.606135803570315,0.3624296424885095
6,AMZN,2015-01-12,65.0,297.3553012084961,18.0,47.0,0.92676203174145,0.3678874943039421
7,AMZN,2015-01-13,5.0,297.3553012084961,2.0,3.0,0.287682072451781,0.3609940396791085
8,AMZN,2015-01-14,6.0,297.3553012084961,3.0,3.0,0.0,0.3451286615646025
9,AMZN,2015-01-15,2.0,297.3553012084961,2.0,0.0,-1.09861228866811,0.3455128360856216
10,AMZN,2015-01-16,4.0,297.3553012084961,3.0,1.0,-0.693147180559945,0.3520114105239555
11,AMZN,2015-01-20,4.0,297.3553012084961,1.0,3.0,0.693147180559945,0.3520114105239555
12,AMZN,2015-01-21,7.0,297.3553012084961,2.0,5.0,0.693147180559945,0.3629271141548211
13,AMZN,2015-01-22,38.0,310.32000732421875,0.0,38.0,3.66356164612965,0.3850008179414866
14,AMZN,2015-01-23,1.0,312.3900146484375,0.0,1.0,0.693147180559945,0.39365130840344
15,AMZN,2015-01-26,56.0,309.6600036621094,24.0,32.0,0.27763173659828,0.424295562719272
16,AMZN,2015-01-27,4.0,306.75,4.0,0.0,-1.6094379124341,0.4277745607687133
17,AMZN,2015-01-28,22.0,303.9100036621094,4.0,18.0,1.33500106673234,0.4418829030460996
18,AMZN,2015-01-29,15.0,311.7799987792969,3.0,12.0,1.17865499634165,0.4572050302040153
19,AMZN,2015-01-30,26.0,354.5299987792969,1.0,25.0,2.56494935746154,0.4831565015898759
20,AMZN,2015-02-02,3.0,364.4700012207031,1.0,2.0,0.405465108108164,0.4854217147587877
21,AMZN,2015-02-03,12.0,363.5499877929688,5.0,7.0,0.287682072451781,0.5011101412524112
22,AMZN,2015-02-04,3.0,364.75,1.0,2.0,0.405465108108164,0.5019397516119216
23,AMZN,2015-02-05,38.0,373.8900146484375,10.0,28.0,0.969400557188104,0.4952681149159596
24,AMZN,2015-02-06,17.0,374.2799987792969,10.0,7.0,-0.318453731118535,0.4836672823324201
25,AMZN,2015-02-09,2.0,370.55999755859375,0.0,2.0,1.09861228866811,0.4804746436858991
26,AMZN,2015-02-10,17.0,373.0,8.0,9.0,0.105360515657826,0.4822316795230189
27,AMZN,2015-02-11,21.0,375.1400146484375,3.0,18.0,1.55814461804655,0.4750167918704661
28,AMZN,2015-02-12,2.0,377.1700134277344,0.0,2.0,1.09861228866811,0.4690156890984437
29,AMZN,2015-02-13,3.0,381.8299865722656,0.0,3.0,1.38629436111989,0.4632606693461382
30,AMZN,2015-02-17,9.0,375.4299926757813,7.0,2.0,-0.980829253011726,0.4598705528697194
31,AMZN,2015-02-18,2.0,373.3699951171875,0.0,2.0,1.09861228866811,0.4425695719458121
32,AMZN,2015-02-19,28.0,379.0,2.0,26.0,2.19722457733622,0.4386264594425645
33,AMZN,2015-02-20,22.0,383.6600036621094,4.0,18.0,1.33500106673234,0.4572652280577739
34,AMZN,2015-02-23,2.0,380.1400146484375,0.0,2.0,1.09861228866811,0.4376990339649549
35,AMZN,2015-02-24,19.0,378.5899963378906,5.0,14.0,0.916290731874155,0.4302623283835309
36,AMZN,2015-02-25,1.0,385.3699951171875,1.0,0.0,-0.693147180559945,0.4058639846119269
37,AMZN,2015-02-26,1.0,384.7999877929688,0.0,1.0,0.693147180559945,0.4104922260678489
38,AMZN,2015-02-27,2.0,380.1600036621094,0.0,2.0,1.09861228866811,0.4088796716375655
39,AMZN,2015-03-02,5.0,385.6600036621094,0.0,5.0,1.79175946922805,0.4172950993975531
40,AMZN,2015-03-03,34.0,384.6099853515625,7.0,27.0,1.25276296849537,0.4187382407577917
41,AMZN,2015-03-04,23.0,382.7200012207031,9.0,14.0,0.405465108108164,0.4189733034597575
42,AMZN,2015-03-05,1.0,387.8299865722656,1.0,0.0,-0.693147180559945,0.4057923866599807
43,AMZN,2015-03-06,2.0,380.0899963378906,0.0,2.0,1.09861228866811,0.3862261925671618
44,AMZN,2015-03-09,2.0,378.55999755859375,2.0,0.0,-1.09861228866811,0.3458332893000509
45,AMZN,2015-03-10,8.0,369.510009765625,6.0,2.0,-0.847297860387204,0.3538535222212682
46,AMZN,2015-03-11,3.0,366.3699951171875,2.0,1.0,-0.405465108108164,0.3519921932601322
47,AMZN,2015-03-12,23.0,374.239990234375,6.0,17.0,0.944461608840852,0.3819659136520242
48,AMZN,2015-03-13,6.0,370.5799865722656,6.0,0.0,-1.94591014905531,0.3906955406167621
49,AMZN,2015-03-16,4.0,373.3500061035156,2.0,2.0,0.0,0.3906955406167618
50,AMZN,2015-03-17,10.0,371.9200134277344,10.0,0.0,-2.39789527279837,0.3677838095635862
51,AMZN,2015-03-18,3.0,375.1400146484375,3.0,0.0,-1.38629436111989,0.3645911709170655
52,AMZN,2015-03-19,16.0,373.239990234375,5.0,11.0,0.693147180559945,0.3464605796336476
53,AMZN,2015-03-20,3.0,378.489990234375,2.0,1.0,-0.405465108108164,0.3553104229143751
54,AMZN,2015-03-23,5.0,375.1099853515625,2.0,3.0,0.287682072451781,0.3426376834463902
55,AMZN,2015-03-24,4.0,374.0899963378906,0.0,4.0,1.6094379124341,0.3426376834463902
56,AMZN,2015-03-25,6.0,370.9599914550781,4.0,2.0,-0.510825623765991,0.3324071087681994
57,AMZN,2015-03-26,28.0,367.3500061035156,8.0,20.0,0.847297860387204,0.3164592794736357
58,AMZN,2015-03-27,3.0,370.55999755859375,1.0,2.0,0.405465108108164,0.3030360661489238
59,AMZN,2015-03-30,20.0,374.5899963378906,14.0,6.0,-0.762140052046897,0.2773268912879977
60,AMZN,2015-03-31,16.0,372.1000061035156,14.0,2.0,-1.6094379124341,0.2733046422819665
61,AMZN,2015-04-01,19.0,370.260009765625,15.0,4.0,-1.16315080980568,0.2654837621795235
62,AMZN,2015-04-02,7.0,372.25,7.0,0.0,-2.07944154167984,0.2600259103640907
63,AMZN,2015-04-06,2.0,377.0400085449219,0.0,2.0,1.09861228866811,0.2827847431034305
64,AMZN,2015-04-07,4.0,374.4100036621094,2.0,2.0,0.0,0.3005939013591299
65,AMZN,2015-04-08,3.0,381.2000122070313,2.0,1.0,-0.405465108108164,0.2864855590817436
66,AMZN,2015-04-09,5.0,383.5400085449219,5.0,0.0,-1.79175946922805,0.2866300404885798
67,AMZN,2015-04-10,2.0,382.6499938964844,0.0,2.0,1.09861228866811,0.2848730046514598
68,AMZN,2015-04-13,70.0,382.3599853515625,21.0,49.0,0.82098055206983,0.2700795334213994
69,AMZN,2015-04-14,15.0,385.1099853515625,2.0,13.0,1.54044504094715,0.2684994492051621
70,AMZN,2015-04-15,3.0,383.4500122070313,3.0,0.0,-1.38629436111989,0.2485293709045668
71,AMZN,2015-04-16,3.0,386.0400085449219,2.0,1.0,-0.405465108108164,0.2549146481976089
